,Neighborhood,Price
8859,"Metropolitan Hill - Beach Street, Roslindale, Boston","$2,500"
8860,"Cambridgeport, Cambridge","$3,905"
8861,"Fields Corner East, Dorchester, Boston","$2,250"
8862,"Washington Park, Roxbury, Boston","$4,500"
8863,"Coolidge Corner, Brookline","$3,351"
8864,"Back Bay East, Back Bay, Boston","$13,000"
8865,"Mission Hill, Boston","$3,885"
8866,"Lexington Town Center, Lexington","$2,200"
8867,"West End, Boston","$2,740"
8868,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$5,400"
8869,"Upper Washington - Spring Street, West Roxbury, Boston","$2,200"
8870,"West End, Boston","$3,635"
8871,"Mission Hill, Boston","$3,500"
8872,"Telegraph Hill, South Boston, Boston","$4,700"
8873,"North Cambridge, Cambridge","$2,800"
8874,"Huron Village, West Cambridge, Cambridge","$2,260"
8875,"Mission Hill, Boston","$3,000"
8876,"D Street - West Broadway, South Boston, Boston","$4,000"
8877,"D Street - West Broadway, South Boston, Boston","$2,675"
8878,"Back Bay East, Back Bay, Boston","$2,025"
8879,"Jeffries Point - Airport, East Boston, Boston","$2,150"
8880,"Arlington Center, Arlington","$1,800"
8881,"North Cambridge, Cambridge","$3,086"
8882,"Cambridgeport, Cambridge","$4,099"
8883,"Cambridge Highlands, Cambridge","$3,200"
8884,"Tufts University, Medford Hillside, Somerville","$3,500"
8885,"Ten Hills, Somerville","$3,585"
8886,"North Cambridge, Cambridge","$1,600"
8887,"Brookline Village, Brookline","$2,625"
8888,"St. Elizabeth's, Brighton, Boston","$2,700"
8889,"St. Elizabeth's, Brighton, Boston","$4,900"
8890,"St. Elizabeth's, Brighton, Boston","$1,890"
8891,"Cambridgeport, Cambridge","$2,200"
8892,"Malden Center, Malden","$2,820"
8893,"Malden Center, Malden","$2,095"
8894,"St. Elizabeth's, Brighton, Boston","$2,700"
8895,"Lower Roxbury, Roxbury, Boston","$4,400"
8896,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,800"
8897,"Mission Hill, Boston","$3,000"
8898,"Commonwealth, Brighton, Boston","$3,900"
8899,"Neighborhood Nine, Cambridge","$9,900"
8900,"Back Bay East, Back Bay, Boston","$2,175"
8901,"Kendall Square, Cambridge","$3,620"
8902,"East Cambridge, Cambridge","$3,100"
8903,"Ward Two, Somerville","$1,700"
8904,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,100"
8905,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,200"
8906,"Back Bay East, Back Bay, Boston","$1,575"
8907,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,450"
8908,"Malden Center, Malden","$2,954"
8909,"St. Elizabeth's, Brighton, Boston","$1,900"
8910,"D Street - West Broadway, South Boston, Boston","$4,035"
8911,"Columbia Point, Dorchester, Boston","$3,975"
8912,"North Cambridge, Cambridge","$4,200"
8913,"Tufts University, Medford Hillside, Somerville","$3,200"
8914,"North End, Boston","$4,950"
8915,"Chestnut Hill, Brookline","$1,900"
8916,"North Cambridge, Cambridge","$3,158"
8917,"Jeffries Point - Airport, East Boston, Boston","$2,800"
8918,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,048"
8919,"Thompson Square - Bunker Hill, Charlestown, Boston","$2,910"
8920,"Thompson Square - Bunker Hill, Charlestown, Boston","$4,965"
8921,"Cambridgeport, Cambridge","$4,500"
8922,"Malden Center, Malden","$2,095"
8923,"North End, Boston","$3,400"
8924,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,200"
8925,"Coolidge Corner, Boston","$1,550"
8926,"Commonwealth, Brighton, Boston","$1,850"
8927,Needham,"$4,615"
8928,Needham,"$4,473"
8929,"Commonwealth, Brighton, Boston","$1,950"
8930,"Oak Square, Brighton, Boston","$2,650"
8931,"Ward Two, Somerville","$2,500"
8932,"Cambridgeport, Cambridge","$3,049"
8933,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,495"
8934,"Watertown West End, Watertown","$3,595"
8935,"North Cambridge, Cambridge","$3,500"
8936,"Wellington Hill, Greater Mattapan, Boston","$2,050"
8937,"East Cambridge, Cambridge","$2,000"
8938,"West Revere, Revere","$2,550"
8939,"Malden Center, Malden","$2,439"
8940,"D Street - West Broadway, South Boston, Boston","$3,130"
8941,"Thompson Square - Bunker Hill, Charlestown, Boston","$3,000"
8942,"Mission Hill, Boston","$3,000"
8943,"Cambridgeport, Cambridge","$3,964"
8944,"Eagle Hill, East Boston, Boston","$2,000"
8945,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,850"
8946,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,200"
8947,"Lower Roxbury, Roxbury, Boston","$2,700"
8948,"Coolidge Corner, Brookline","$1,975"
8949,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,350"
8950,"Cambridgeport, Cambridge","$3,600"
8951,"Watertown West End, Watertown","$2,700"
8952,"Bank Square, Waltham","$2,100"
8953,"Washington Park, Roxbury, Boston","$5,600"
8954,"Arlington Center, Arlington","$2,100"
8955,"North Cambridge, Cambridge","$2,334"
8956,"Waterfront, North End, Boston","$5,200"
8957,"North Cambridge, Cambridge","$3,158"
8958,"Washington Park, Roxbury, Boston","$2,850"
8959,"Mission Hill, Boston","$3,400"
8960,"Washington Square, Brookline","$3,500"
8961,"Bank Square, Waltham","$2,150"
8962,"Thompson Square - Bunker Hill, Charlestown, Boston","$4,150"
8963,"Coolidge Corner, Boston","$1,850"
8964,"North Cambridge, Cambridge","$2,959"
8965,"Chestnut Hill, Brookline","$1,900"
8966,"St. Elizabeth's, Brighton, Boston","$1,700"
8967,"Commonwealth, Brighton, Boston","$1,825"
8968,"Malden Center, Malden","$1,700"
8969,"Brookline Village, Brookline","$3,100"
8970,"Cambridgeport, Cambridge","$4,768"
8971,"Allston Village, Allston, Boston","$2,995"
8972,Needham,"$4,648"
8973,Needham,"$4,494"
8974,"East Cambridge, Cambridge","$2,450"
8975,"Cambridgeport, Cambridge","$4,009"
8976,"Coolidge Corner, Brookline","$4,000"
8977,"Huron Village, West Cambridge, Cambridge","$3,050"
8978,"Washington Park, Roxbury, Boston","$3,100"
8979,"Back Bay East, Back Bay, Boston","$3,999"
8980,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,642"
8981,"Kendall Square, Cambridge","$4,475"
8982,"Mission Hill, Boston","$4,750"
8983,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,600"
8984,"Cambridgeport, Cambridge","$3,101"
8985,"Cambridgeport, Cambridge","$3,376"
8986,"Allston Village, Allston, Boston","$2,695"
8987,"Washington Park, Roxbury, Boston","$1,900"
8988,"Ten Hills, Somerville","$2,400"
8989,"Tufts University, Medford Hillside, Somerville","$3,600"
8990,"North Cambridge, Cambridge","$3,300"
8991,"Watertown West End, Watertown","$2,400"
8992,"North Cambridge, Cambridge","$2,941"
8993,"Mission Hill, Boston","$3,885"
8994,"North Cambridge, Cambridge","$2,549"
8995,"North Cambridge, Cambridge","$2,891"
8996,"Tufts University, Medford Hillside, Somerville","$2,700"
8997,"Central Maverick Square - Paris Street, East Boston, Boston","$2,800"
8998,"Mission Hill, Boston","$2,600"
8999,"Cambridgeport, Cambridge","$3,301"
9000,"D Street - West Broadway, South Boston, Boston","$2,900"
9001,"Mid-Cambridge, Cambridge","$2,500"
9002,Needham,"$3,544"
9003,"Coolidge Corner, Brookline","$3,260"
9004,"Coolidge Corner, Brookline","$3,260"
9005,"North Cambridge, Cambridge","$3,500"
9006,"Ward Two, Somerville","$2,600"
9007,"Neighborhood Nine, Cambridge","$1,845"
9008,"Oak Square, Brighton, Boston","$1,800"
9009,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,600"
9010,"Beacon Hill, Boston","$2,900"
9011,"Cambridgeport, Cambridge","$4,748"
9012,"Coolidge Corner, Brookline","$2,350"
9013,"Allston Village, Allston, Boston","$3,900"
9014,"Chinatown - Leather District, Boston","$3,375"
9015,"West Revere, Revere","$2,225"
9016,"Malden Center, Malden","$2,628"
9017,"Malden Center, Malden","$2,095"
9018,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,775"
9019,"Mission Hill, Boston","$1,899"
9020,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,600"
9021,"Cambridgeport, Cambridge","$2,400"
9022,"Oak Square, Brighton, Boston","$3,600"
9023,"Oak Square, Brighton, Boston","$3,100"
9024,"Bank Square, Waltham","$2,310"
9025,"Oak Square, Brighton, Boston","$3,550"
9026,"South Braintree, Braintree Town","$1,735"
9027,"Downtown Boston, Boston","$11,890"
9028,"Dudley - Brunswick King, Roxbury, Boston","$1,600"
9029,"Cambridgeport, Cambridge","$3,063"
9030,"North Cambridge, Cambridge","$2,891"
9031,"Allston Village, Allston, Boston","$4,000"
9032,"Coolidge Corner, Brookline","$3,295"
9033,"Downtown Boston, Boston","$4,100"
9034,"Commonwealth, Brighton, Boston","$1,865"
9035,"Commonwealth, Brighton, Boston","$2,255"
9036,"Commonwealth, Brighton, Boston","$1,850"
9037,"Commonwealth, Brighton, Boston","$1,875"
9038,"Ashmont, Dorchester, Boston","$1,600"
9039,"Cushing Square, Belmont","$3,500"
9040,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,975"
9041,"Downtown Boston, Boston","$4,100"
9042,"Commonwealth, Brighton, Boston","$4,400"
9043,"Commonwealth, Brighton, Brookline","$2,200"
9044,"Cambridgeport, Cambridge","$3,186"
9045,Needham,"$3,544"
9046,"Beacon Hill, Boston","$9,000"
9047,"Oak Square, Brighton, Boston","$4,100"
9048,"Back Bay East, Back Bay, Boston","$3,400"
9049,"Bank Square, Waltham","$2,700"
9050,"Bank Square, Waltham","$2,075"
9051,"Kendall Square, Cambridge","$3,482"
9052,"Chinatown - Leather District, Boston","$3,900"
9053,"St. Elizabeth's, Brighton, Boston","$1,800"
9054,"Coolidge Corner, Brookline","$3,500"
9055,"Lexington Town Center, Lexington","$3,400"
9056,"Downtown Boston, Boston","$3,779"
9057,"Downtown Boston, Boston","$3,499"
9058,"Commonwealth, Brighton, Boston","$1,855"
9059,"Neighborhood Nine, Cambridge","$2,775"
9060,"Spring Hill, Somerville","$4,995"
9061,"Newtonville, Newton","$3,100"
9062,"Coolidge Corner, Brookline","$3,260"
9063,"Spring Hill, Somerville","$1,825"
9064,"Metropolitan Hill - Beach Street, Roslindale, Boston","$1,800"
9065,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,750"
9066,"Seaport District, D Street - West Broadway, South Boston, Boston","$6,500"
9067,"East Watertown, Watertown","$2,100"
9068,"Cambridgeport, Cambridge","$3,431"
9069,"North End, Boston","$2,800"
9070,"Auburndale, Newton","$2,100"
9071,"South Side, Waltham","$1,650"
9072,"Washington Square, Brookline","$3,700"
9073,"Commonwealth, Brighton, Boston","$4,500"
9074,"Mission Hill, Boston","$4,600"
9075,"South Medford, Medford","$3,300"
9076,"Beacon Hill, Boston","$3,200"
9077,Needham,"$2,924"
9078,"North Cambridge, Cambridge","$4,500"
9079,"Follen Heights, Lexington","$2,300"
9080,"Coolidge Corner, Brookline","$3,600"
9081,"Commonwealth, Brighton, Boston","$2,995"
9082,"Washington Square, Brookline","$2,100"
9083,"Downtown Boston, Boston","$4,520"
9084,"Commonwealth, Brighton, Boston","$1,925"
9085,"Commonwealth, Brighton, Boston","$2,255"
9086,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,600"
9087,"Malden Center, Malden","$1,850"
9088,"Kendall Square, Cambridge","$4,475"
9089,"St. Elizabeth's, Brighton, Boston","$1,845"
9090,"Aggasiz - Harvard University, Cambridge","$3,400"
9091,"Kendall Square, Cambridge","$3,708"
9092,"Quincy Point, Quincy","$1,810"
9093,"Chinatown - Leather District, Boston","$2,695"
9094,"Thompson Square - Bunker Hill, Charlestown, Boston","$3,600"
9095,"Huron Village, West Cambridge, Cambridge","$3,640"
9096,"Oak Square, Brighton, Boston","$1,825"
9097,"Ward Two, Somerville","$2,250"
9098,"Brook Farm, West Roxbury, Boston","$1,699"
9099,"South Side, Waltham","$1,500"
9100,"St. Elizabeth's, Brighton, Boston","$1,845"
9101,"Washington Square, Brookline","$1,950"
9102,"Belingham Square, Chelsea","$3,334"
9103,"Kendall Square, Cambridge","$6,480"
9104,"Commonwealth, Brighton, Boston","$1,855"
9105,"Commonwealth, Brighton, Boston","$2,255"
9106,"Waterfront, North End, Boston","$2,195"
9107,"Back Bay East, Back Bay, Boston","$1,540"
9108,"Newton Center, Newton","$1,345"
9109,"North End, Boston","$2,300"
9110,"North End, Boston","$3,300"
9111,"Commonwealth, Brighton, Boston","$2,495"
9112,"Commonwealth, Brighton, Boston","$3,150"
9113,"Riverside, Cambridge","$3,999"
9114,"Mission Hill, Boston","$2,250"
9115,"Coolidge Corner, Brookline","$2,670"
9116,"Coolidge Corner, Brookline","$1,975"
9117,"Oak Grove, Malden","$1,775"
9118,"Coolidge Corner, Brookline","$3,200"
9119,"Columbia Point, Dorchester, Boston","$2,700"
9120,"North Cambridge, Cambridge","$1,800"
9121,"Harrison Lenox, South End, Boston","$2,295"
9122,"Coolidge Corner, Brookline","$2,900"
9123,"Mission Hill, Boston","$4,100"
9124,"Mission Hill, Boston","$4,050"
9125,"Huron Village, West Cambridge, Cambridge","$1,700"
9126,"Aggasiz - Harvard University, Cambridge","$3,400"
9127,"Aggasiz - Harvard University, Cambridge","$2,400"
9128,"Coolidge Corner, Brookline","$1,895"
9129,"Kendall Square, Cambridge","$4,475"
9130,"Brook Farm, West Roxbury, Boston","$2,690"
9131,"Commonwealth, Brighton, Boston","$1,865"
9132,"Mission Hill, Boston","$4,199"
9133,"South Side, Waltham","$2,670"
9134,"Coolidge Corner, Brookline","$2,240"
9135,"Mid-Cambridge, Cambridge","$2,700"
9136,"Commonwealth, Brighton, Boston","$2,140"
9137,"Brook Farm, West Roxbury, Boston","$2,510"
9138,"Winter Hill, Somerville","$4,000"
9139,"Wellington, Medford","$3,250"
9140,"Downtown Boston, Boston","$3,213"
9141,"Downtown Boston, Boston","$3,779"
9142,"Downtown Boston, Boston","$3,915"
9143,"Downtown Boston, Boston","$3,979"
9144,"Oak Square, Brighton, Boston","$2,850"
9145,"Chestnut Hill, Brookline","$5,430"
9146,"Malden Center, Malden","$1,700"
9147,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,255"
9148,"Mission Hill, Boston","$4,600"
9149,"South Side, Waltham","$1,650"
9150,"South Side, Waltham","$1,750"
9151,"Waban, Newton","$2,300"
9152,"Downtown Woburn, Woburn","$1,700"
9153,"South Medford, Medford","$2,000"
9154,"Mid-Cambridge, Cambridge","$2,500"
9155,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,700"
9156,"Malden Center, Malden","$1,850"
9157,"Waban, Newton","$2,300"
9158,Needham,"$4,403"
9159,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$5,025"
9160,"Oak Square, Brighton, Boston","$1,850"
9161,"Mission Hill, Boston","$2,825"
9162,"Coolidge Corner, Brookline","$2,900"
9163,"Coolidge Corner, Brookline","$2,140"
9164,"East Cambridge, Cambridge","$3,377"
9165,"Washington Square, Brookline","$2,625"
9166,"Downtown Boston, Boston","$3,213"
9167,"Kendall Square, Cambridge","$6,480"
9168,"Commonwealth, Brighton, Boston","$1,875"
9169,"Fields Corner East, Dorchester, Boston","$2,400"
9170,"Beacon Hill, Boston","$2,300"
9171,"Watertown West End, Watertown Town","$1,950"
9172,"Allston, Boston","$3,500"
9173,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,402"
9174,"Upper Washington - Spring Street, West Roxbury, Boston","$1,995"
9175,"South Side, Waltham","$2,630"
9176,"Blue Hills Reservation, Quincy","$2,774"
9177,"North End, Boston","$3,690"
9178,"Brook Farm, West Roxbury, Boston","$2,460"
9179,"Harrison Lenox, South End, Boston","$3,050"
9180,"D Street - West Broadway, South Boston, Boston","$2,387"
9181,"Commonwealth, Brighton, Boston","$3,235"
9182,"Commonwealth, Brighton, Boston","$2,140"
9183,"Auburndale, Newton","$2,100"
9184,"South Side, Waltham","$1,750"
9185,"West Medford, Medford","$3,200"
9186,"Commonwealth, Brighton, Boston","$2,400"
9187,"Washington Square, Brookline","$3,700"
9188,"Commonwealth, Brighton, Boston","$4,500"
9189,"Ferryway, Malden","$2,200"
9190,"Downtown Boston, Boston","$3,900"
9191,"Oak Grove, Malden","$2,100"
9192,"South Medford, Medford","$2,300"
9193,"Ward Two, Cambridge","$2,125"
9194,"Medford Hillside, Medford","$2,550"
9195,"North End, Boston","$2,800"
9196,"Central Maverick Square - Paris Street, East Boston, Boston","$2,500"
9197,Needham,"$4,590"
9198,"Mid-Cambridge, Cambridge","$1,800"
9199,"Back Bay West, Back Bay, Boston","$1,750"
9200,"Back Bay West, Back Bay, Boston","$1,850"
9201,"Coolidge Corner, Brookline","$2,250"
9202,"Montclair, Quincy","$2,000"
9203,"Commonwealth, Brighton, Boston","$2,250"
9204,"Auburndale, Newton","$2,150"
9205,"Kendall Square, Cambridge","$4,375"
9206,"Commonwealth, Brighton, Boston","$2,225"
9207,"Commonwealth, Brighton, Boston","$1,850"
9208,"North Cambridge, Cambridge","$1,750"
9209,"Dudley - Brunswick King, Roxbury, Boston","$4,995"
9210,"Brattle, Arlington","$1,500"
9211,"Mid-Cambridge, Cambridge","$2,700"
9212,"Mid-Cambridge, Cambridge","$2,700"
9213,"Blue Hills Reservation, Quincy","$3,291"
9214,"Blue Hills Reservation, Quincy","$3,266"
9215,"Harvard Square, Cambridge","$1,925"
9216,"North End, Boston","$3,900"
9217,"D Street - West Broadway, South Boston, Boston","$2,387"
9218,"Commonwealth, Brighton, Boston","$2,995"
9219,"Washington Square, Brookline","$2,125"
9220,"Telegraph Hill, South Boston, Boston","$2,600"
9221,"Telegraph Hill, South Boston, Boston","$2,550"
9222,"Telegraph Hill, South Boston, Boston","$2,625"
9223,"Telegraph Hill, South Boston, Boston","$2,925"
9224,"Commonwealth, Brighton, Boston","$1,995"
9225,"Commonwealth, Brighton, Boston","$2,495"
9226,"Jeffries Point - Airport, East Boston, Boston","$3,550"
9227,"Commonwealth, Brighton, Boston","$2,595"
9228,"Metropolitan Hill - Beach Street, Roslindale, Boston","$1,900"
9229,"Downtown Medford, Medford","$2,625"
9230,"North End, Boston","$3,000"
9231,"Back Bay East, Back Bay, Boston","$3,500"
9232,"Prospect Hill, Somerville","$2,900"
9233,"Belingham Square, Chelsea","$3,334"
9234,"Watertown West End, Watertown","$2,375"
9235,"Commonwealth, Brighton, Boston","$1,625"
9236,"Commonwealth, Brighton, Boston","$2,225"
9237,"North End, Boston","$3,900"
9238,"Commonwealth, Brighton, Boston","$2,255"
9239,"Coolidge Corner, Brookline","$3,800"
9240,"Oak Square, Brighton, Boston","$2,340"
9241,"Watertown West End, Watertown","$2,100"
9242,"Commonwealth, Brighton, Boston","$1,995"
9243,"Kendall Square, Cambridge","$2,645"
9244,"Commonwealth, Brighton, Boston","$2,140"
9245,"North End, Boston","$1,850"
9246,"North End, Boston","$2,800"
9247,"North End, Boston","$2,350"
9248,"Mission Hill, Boston","$2,825"
9249,"St. Elizabeth's, Brighton, Boston","$7,500"
9250,"St. Elizabeth's, Brighton, Boston","$6,250"
9251,"St. Elizabeth's, Brighton, Boston","$3,400"
9252,"West End, Boston","$2,995"
9253,"Central Maverick Square - Paris Street, East Boston, Boston","$2,800"
9254,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,675"
9255,"Commonwealth, Brighton, Boston","$5,200"
9256,"West Medford, Medford","$3,200"
9257,"Commonwealth, Brighton, Boston","$5,200"
9258,"Coolidge Corner, Brookline","$3,600"
9259,"Aggasiz - Harvard University, Cambridge","$3,150"
9260,"North End, Boston","$2,350"
9261,"Brook Farm, West Roxbury, Boston","$2,810"
9262,"West End, Boston","$2,965"
9263,"Shawmut, South End, Boston","$4,000"
9264,"North Cambridge, Somerville","$1,750"
9265,"Back Bay West, Back Bay, Boston","$1,800"
9266,"South Side, Waltham","$1,650"
9267,"Columbus Park - Andrew Square, South Boston, Boston","$2,985"
9268,"Coolidge Corner, Brookline","$2,900"
9269,"Brookline Village, Brookline","$3,000"
9270,"North Cambridge, Cambridge","$3,450"
9271,"Huron Village, West Cambridge, Cambridge","$1,850"
9272,"Cambridgeport, Cambridge","$2,640"
9273,"Belingham Square, Chelsea","$1,550"
9274,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,675"
9275,"Ward Two, Somerville","$1,825"
9276,"Coolidge Corner, Brookline","$2,195"
9277,"West Roxbury Center, West Roxbury, Boston","$1,875"
9278,"Commonwealth, Brighton, Boston","$3,235"
9279,"North End, Boston","$2,700"
9280,"Mission Hill, Boston","$4,050"
9281,"Commonwealth, Brighton, Boston","$3,235"
9282,"Mission Hill, Boston","$4,399"
9283,"South Side, Waltham","$3,000"
9284,"Telegraph Hill, South Boston, Boston","$2,525"
9285,"Telegraph Hill, South Boston, Boston","$2,625"
9286,"Telegraph Hill, South Boston, Boston","$2,925"
9287,"Oak Square, Brighton, Boston","$2,395"
9288,"Washington Square, Brookline","$2,550"
9289,"South Side, Waltham","$3,425"
9290,"Commonwealth, Brighton, Boston","$1,925"
9291,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,675"
9292,"Commonwealth, Brighton, Boston","$1,995"
9293,"Commonwealth, Brighton, Boston","$2,595"
9294,"South Brookline, Boston","$2,810"
9295,"Columbus, South End, Boston","$1,800"
9296,"South Side, Waltham","$1,500"
9297,"St. Elizabeth's, Brighton, Boston","$4,500"
9298,"Oak Hill, Newton","$1,650"
9299,"Mid-Cambridge, Cambridge","$4,000"
9300,"Huron Village, West Cambridge, Cambridge","$1,700"
9301,"Follen Heights, Lexington","$2,300"
9302,"Powder House, Medford","$2,700"
9303,"Coolidge Corner, Brookline","$2,250"
9304,"East Cambridge, Cambridge","$2,900"
9305,"South Side, Waltham","$1,500"
9306,"Ward Two, Somerville","$1,800"
9307,"Ward Two, Somerville","$1,850"
9308,"Oak Square, Brighton, Boston","$4,500"
9309,"West End, Boston","$2,925"
9310,"Commonwealth, Brighton, Boston","$5,200"
9311,"Commonwealth, Brighton, Boston","$4,500"
9312,"Neighborhood Nine, Cambridge","$2,300"
9313,"Coolidge Corner, Brookline","$3,700"
9314,"Neighborhood Nine, Cambridge","$2,700"
9315,"Oak Square, Brighton, Boston","$2,395"
9316,"Commonwealth, Brighton, Boston","$2,075"
9317,"Commonwealth, Brighton, Boston","$2,995"
9318,"Brook Farm, West Roxbury, Boston","$2,430"
9319,"Mission Hill, Boston","$3,999"
9320,"West End, Boston","$2,725"
9321,"Blue Hills Reservation, Quincy","$3,013"
9322,"South Brookline, Brookline","$2,300"
9323,"South Side, Waltham","$2,630"
9324,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,715"
9325,"Ward Two, Somerville","$3,200"
9326,"Shawmut, South End, Boston","$3,885"
9327,"Coolidge Corner, Brookline","$2,580"
9328,"East Watertown, Watertown","$1,950"
9329,"Coolidge Corner, Brookline","$2,790"
9330,"Harrison Lenox, South End, Boston","$2,925"
9331,"Mid-Cambridge, Cambridge","$2,700"
9332,"Commonwealth, Brighton, Boston","$1,800"
9333,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$2,800"
9334,"Auburndale, Newton","$2,100"
9335,"North End, Boston","$2,800"
9336,"West End, Boston","$2,595"
9337,"West End, Boston","$3,015"
9338,"Arlington Center, Arlington","$2,400"
9339,"Dudley - Brunswick King, Roxbury, Boston","$2,650"
9340,"Commonwealth, Brighton, Boston","$5,200"
9341,"North Allston, Allston, Boston","$8,000"
9342,"Washington Square, Brookline","$3,700"
9343,"Arlington Heights, Arlington","$2,650"
9344,"Back Bay West, Back Bay, Boston","$3,500"
9345,"D Street - West Broadway, South Boston, Boston","$3,000"
9346,"Oak Square, Brighton, Boston","$2,100"
9347,"Malden Center, Malden","$1,700"
9348,"South Side, Waltham","$1,650"
9349,"West Everett, Everett","$2,000"
9350,"Coolidge Corner, Brookline","$2,250"
9351,"Blue Hills Reservation, Quincy","$2,325"
9352,"Commonwealth, Brighton, Boston","$2,075"
9353,"Blue Hills Reservation, Quincy","$2,100"
9354,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,835"
9355,"Mission Hill, Boston","$2,700"
9356,"West Medford, Medford","$3,200"
9357,"Coolidge Corner, Brookline","$2,295"
9358,"Commonwealth, Brighton, Boston","$2,235"
9359,"St. Elizabeth's, Brighton, Boston","$3,400"
9360,"St. Elizabeth's, Brighton, Boston","$3,400"
9361,"Brookline Village, Brookline","$3,200"
9362,"Back Bay West, Back Bay, Boston","$2,500"
9363,"Neighborhood Nine, Cambridge","$2,700"
9364,"South Braintree, Braintree Town","$3,445"
9365,"South Braintree, Braintree Town","$3,368"
9366,"Newton Corner, Watertown","$3,205"
9367,"Neighborhood Nine, Cambridge","$1,845"
9368,"Newton Corner, Watertown","$2,685"
9369,"Mission Hill, Boston","$4,199"
9370,"Commonwealth, Brighton, Boston","$1,925"
9371,"Chinatown - Leather District, Boston","$5,668"
9372,"Commonwealth, Brighton, Boston","$2,885"
9373,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,095"
9374,"West End, Boston","$2,680"
9375,"Downtown Boston, Boston","$12,000"
9376,"Back Bay East, Back Bay, Boston","$4,100"
9377,"Back Bay East, Back Bay, Boston","$3,400"
9378,"Ward Two, Somerville","$1,850"
9379,"Coolidge Corner, Brookline","$2,500"
9380,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,715"
9381,"Mission Hill, Boston","$1,875"
9382,"Commonwealth, Brighton, Boston","$2,115"
9383,"Commonwealth, Brighton, Boston","$2,495"
9384,"North End, Boston","$3,795"
9385,"Auburndale, Newton","$2,100"
9386,"Central Maverick Square - Paris Street, East Boston, Boston","$2,800"
9387,"West End, Boston","$4,210"
9388,"Riverside, Cambridge","$2,900"
9389,"Coolidge Corner, Brookline","$2,240"
9390,"Harrison Lenox, South End, Boston","$2,200"
9391,"Melrose Highlands, Melrose","$2,500"
9392,"Commonwealth, Brighton, Boston","$5,500"
9393,"Newton Corner, Watertown","$3,100"
9394,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,870"
9395,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,563"
9396,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,500"
9397,"Commonwealth, Brighton, Boston","$5,500"
9398,"Newton Corner, Watertown","$3,205"
9399,"Allston Village, Allston, Boston","$2,750"
9400,"West End, Boston","$5,140"
9401,"Chinatown - Leather District, Boston","$3,350"
9402,"Coolidge Corner, Brookline","$2,295"
9403,"Coolidge Corner, Brookline","$2,295"
9404,"West Everett, Everett","$2,000"
9405,"Lower Roxbury, Roxbury, Boston","$2,750"
9406,"Commonwealth, Brighton, Boston","$1,975"
9407,"Commonwealth, Brighton, Boston","$5,200"
9408,"Back Bay West, Back Bay, Boston","$3,500"
9409,"North Braintree, Braintree Town","$2,600"
9410,"Chinatown - Leather District, Boston","$4,925"
9411,"Chinatown - Leather District, Boston","$7,088"
9412,"Chinatown - Leather District, Boston","$5,605"
9413,"Winchester Town Center, Winchester","$1,850"
9414,"Mid-Cambridge, Cambridge","$2,400"
9415,"Back Bay West, Back Bay, Boston","$1,800"
9416,"Oak Square, Brighton, Boston","$3,150"
9417,"Columbus, South End, Boston","$3,400"
